,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
292,2019/10/20,Y,週日,12,744524,20℃,23℃,小雨,64848,98764,Y,0,18.791
293,2019/10/21,N,0,12,744524,19℃,23℃,多云,50602,92298,Y,0,9.709
294,2019/10/22,N,0,12,744524,19℃,24℃,多云,51250,93356,Y,0,12.501
295,2019/10/23,N,0,12,744524,19℃,24℃,多云,57170,106845,Y,0,11.245
296,2019/10/24,N,0,12,744524,20℃,23℃,多云,63751,101818,Y,0,6.567
297,2019/10/25,N,台灣光復節,12,744524,19℃,24℃,多云,84786,86876,Y,0,14.909
298,2019/10/26,Y,週六,12,744524,19℃,23℃,多云,82812,60131,Y,0,21.674
299,2019/10/27,Y,週日,12,744524,20℃,24℃,多云~小雨,107098,81217,Y,0,10.484
300,2019/10/28,N,0,12,744524,19℃,24℃,小雨,97032,81612,Y,0,16.288
301,2019/10/29,N,0,12,744524,19℃,21℃,小雨,85401,73084,Y,0,14.329
302,2019/10/30,N,0,12,744524,21℃,23℃,小雨~大雨,77907,71706,Y,0,11.83
303,2019/10/31,N,0,12,744524,21℃,24℃,中雨~小雨,76337,74649,Y,0,15.05
304,2019/11/01,N,0,12,744524,21℃,24℃,小雨,86856,81395,Y,0,10.376
305,2019/11/02,Y,週六,12,744524,21℃,25℃,多云,88370,77989,Y,0,21.731
306,2019/11/03,Y,週日,12,744524,20℃,23℃,小雨,91885,86727,Y,0,25.105
307,2019/11/04,N,0,12,744524,19℃,22℃,小雨,83009,78456,Y,0,13.834
308,2019/11/05,N,0,12,744524,19℃,21℃,小雨,79694,73608,Y,0,11.682
309,2019/11/06,N,0,12,744524,19℃,23℃,阴~多云,80588,74302,Y,0,13.447
310,2019/11/07,N,0,12,744524,19℃,22℃,小雨,80301,73787,Y,0,14.237
311,2019/11/08,N,0,12,744524,17℃,21℃,小雨,88516,80977,Y,0,15.604
312,2019/11/09,Y,週六,12,744524,16℃,21℃,阴~多云,89682,77897,Y,0,23.127
313,2019/11/10,Y,週日,12,744524,16℃,22℃,多云~晴,85407,82700,Y,0,19.334
314,2019/11/11,N,0,12,744524,17℃,22℃,晴~多云,74748,77169,Y,0,15.544
315,2019/11/12,N,0,12,744524,18℃,23℃,晴,69362,69363,Y,0,20.972
316,2019/11/13,N,0,12,744524,18℃,24℃,晴~小雨,69564,68336,Y,0,8.999
317,2019/11/14,N,0,12,744524,17℃,20℃,小雨~多云,75457,69482,Y,0,10.523
318,2019/11/15,N,0,12,744524,18℃,22℃,多云~晴,82678,75392,Y,0,15.462
319,2019/11/16,Y,週六,12,744524,19℃,24℃,晴~小雨,77890,69181,Y,0,24.757
320,2019/11/17,Y,週日,12,744524,20℃,25℃,晴~多云,81373,82595,Y,0,24.034
321,2019/11/18,N,0,12,744524,16℃,22℃,小雨,70997,77576,Y,0,13.999
322,2019/11/19,N,0,12,744524,16℃,19℃,小雨,70298,77630,Y,0,18.855
323,2019/11/20,N,0,12,744524,17℃,20℃,小雨,65893,70015,Y,0,14.112
324,2019/11/21,N,0,12,744524,20℃,22℃,小雨,70763,74775,Y,0,12.524
325,2019/11/22,N,0,12,744524,19℃,23℃,小雨~阴,81966,79357,Y,0,19.528
326,2019/11/23,Y,週六,12,744524,19℃,24℃,阴,82371,77138,Y,0,22.469
327,2019/11/24,Y,週日,12,744524,19℃,23℃,多云~小雨,84114,83480,Y,0,32.811
328,2019/11/25,N,0,12,744524,17℃,21℃,小雨,75306,78768,Y,0,16.453
329,2019/11/26,N,0,12,744524,18℃,20℃,小雨,72820,76074,Y,0,14.554
330,2019/11/27,N,0,12,744524,16℃,20℃,小雨,71299,73932,Y,0,15.381
331,2019/11/28,N,0,12,744524,14℃,17℃,小雨,77201,76060,Y,0,11.534
332,2019/11/29,N,0,12,744524,17℃,21℃,小雨,88520,84240,Y,0,15.972
333,2019/11/30,Y,週六,12,744524,19℃,22℃,小雨~晴,83927,77849,Y,0,17.835
334,2019/12/01,Y,週日,12,744524,16℃,23℃,多云~小雨,86392,88211,Y,0,23.43
335,2019/12/02,N,0,12,744524,13℃,17℃,小雨~阴,77125,79347,Y,0,13.481
336,2019/12/03,N,0,12,744524,14℃,18℃,小雨,75353,72861,Y,0,18.311
337,2019/12/04,N,0,12,744524,16℃,18℃,小雨~中雨,75618,72556,Y,0,13.07
338,2019/12/05,N,0,12,744524,16℃,17℃,大雨,78332,74395,Y,0,14.724
339,2019/12/06,N,0,12,744524,14℃,17℃,大雨~中雨,85121,78904,Y,0,30.257
340,2019/12/07,Y,週六,12,744524,13℃,16℃,小雨~多云,83730,74585,Y,0,39.974
341,2019/12/08,Y,週日,12,744524,14℃,18℃,多云,86251,85453,Y,0,30.277
342,2019/12/09,N,0,12,744524,16℃,20℃,多云,77447,77493,Y,0,16.652
343,2019/12/10,N,0,12,744524,17℃,22℃,多云,71013,70329,Y,0,21.628
344,2019/12/11,N,0,12,744524,16℃,21℃,多云,71640,70628,Y,0,16.114
345,2019/12/12,N,0,12,744524,16℃,19℃,多云~晴,73259,72153,Y,0,16.836
346,2019/12/13,N,0,12,744524,17℃,22℃,多云,82371,77526,Y,0,17.702
347,2019/12/14,Y,週六,12,744524,17℃,22℃,小雨~多云,81425,72806,Y,0,26.077
348,2019/12/15,Y,週日,12,744524,17℃,23℃,晴,81873,83733,Y,0,26.853
349,2019/12/16,N,0,12,744524,17℃,23℃,晴,72038,72647,Y,0,20.533
350,2019/12/17,N,0,12,744524,19℃,24℃,晴~多云,73232,66297,Y,0,21.078
351,2019/12/18,N,0,12,744524,19℃,21℃,小雨,71311,71099,Y,0,11.823
352,2019/12/19,N,0,12,744524,17℃,20℃,小雨,72431,68699,Y,0,9.866
353,2019/12/20,N,0,12,744524,17℃,20℃,小雨~中雨,82408,76155,Y,0,15.628
354,2019/12/21,Y,週六,12,744524,18℃,22℃,阴,76422,69892,Y,0,27.436
355,2019/12/22,Y,週日,12,744524,17℃,20℃,小雨,78996,83038,Y,0,22.058
356,2019/12/23,N,0,12,744524,17℃,20℃,多云,72622,76018,Y,0,19.775
357,2019/12/24,N,0,12,744524,18℃,21℃,多云~阴,68734,71975,Y,0,17.203
358,2019/12/25,N,行憲紀念日,12,744524,18℃,22℃,多云~小雨,67410,68925,Y,0,7.631
359,2019/12/26,N,0,12,744524,15℃,21℃,多云~小雨,71872,71838,Y,0,12.844
360,2019/12/27,N,0,12,744524,15℃,19℃,小雨,82841,76669,Y,0,12.453
361,2019/12/28,Y,週六,12,744524,19℃,22℃,小雨,80891,72259,Y,0,22.487
362,2019/12/29,Y,週日,12,744524,20℃,22℃,小雨~阴,82509,83526,Y,0,19.629
363,2019/12/30,N,0,12,744524,17℃,22℃,小雨,76323,75870,Y,0,20.983
364,2019/12/31,N,0,12,744524,14℃,20℃,阴~多云,71967,73015,Y,0,21.511
365,2020/01/01,Y,中華民國開國紀念日/元旦,12,744524,15°C,11℃,小雨,74370,69915,Y,0,12.331
366,2020/01/02,N,0,12,744524,19°C,14℃,阴转多云,78699,69102,Y,0,14.932
367,2020/01/03,N,0,12,744524,21°C,17℃,多云,90425,78297,Y,0,9.005
368,2020/01/04,Y,週六,12,744524,21°C,17℃,多云转阴,86818,69877,Y,0,29.368
369,2020/01/05,Y,週日,12,744524,19°C,15℃,小雨转中雨,86780,72426,Y,0,24.985
370,2020/01/06,N,0,12,744524,18°C,15℃,中雨,79536,66986,Y,0,8.699
371,2020/01/07,N,0,12,744524,17℃,23℃,雾~多云,79126,62823,Y,0,10.551
372,2020/01/08,N,0,12,744524,15℃,19℃,阴,78388,67176,Y,0,8.008
373,2020/01/09,N,0,12,744524,16℃,20℃,阴~多云,78321,71065,Y,0,7.009
374,2020/01/10,N,0,12,744524,17℃,22℃,阴~晴,83861,79749,Y,0,6.209
375,2020/01/11,Y,週六,12,744524,15℃,20℃,阴~小雨,87505,87797,Y,0,15.765
376,2020/01/12,Y,週日,12,744524,14℃,17℃,阴~小雨,79007,79436,Y,0,25.062
377,2020/01/13,N,0,12,744524,15℃,17℃,阴~小雨,71450,72365,Y,0,10.151
378,2020/01/14,N,0,12,744524,15℃,19℃,小雨,68370,74344,Y,0,12.06
379,2020/01/15,N,0,12,744524,17℃,19℃,阴~多云,74280,81440,Y,0,9.574
380,2020/01/16,N,0,12,744524,15℃,19℃,阴~小雨,70216,77575,Y,0,10.843
381,2020/01/17,N,0,12,744524,13℃,15℃,阴~小雨,67140,76508,Y,0,12.462
382,2020/01/18,Y,春節前週六,12,744524,13℃,15℃,阴~多云,67426,73056,Y,0,18.283
383,2020/01/19,Y,春節前週日,12,744524,14℃,17℃,阴~小雨,73388,82128,Y,0,11.949
384,2020/01/20,N,春節前週一,12,744524,12℃,17℃,阴~多云,64143,70905,Y,0,17.305
385,2020/01/21,N,春節前週二,12,744524,16℃,19℃,多云~阴,62543,60599,Y,0,25.692
386,2020/01/22,N,春節前週三,12,744524,17℃,21℃,阴~多云,66095,53168,Y,0,22.721
387,2020/01/23,Y,春節前週四,12,744524,18℃,21℃,阴~多云,78991,51556,Y,0,20.684
388,2020/01/24,Y,夕除,12,744524,18℃,21℃,阴~小雨,91679,61510,Y,0,10.904
389,2020/01/25,Y,春節,12,744524,18℃,21℃,阴~中雨,68865,79201,Y,0,11.034
390,2020/01/26,Y,農曆初二,12,744524,14℃,19℃,阴~小雨,58395,95803,Y,0,5.168
391,2020/01/27,Y,農曆初三,12,744524,12℃,14℃,阴~小雨,52437,87293,Y,0,13.229
392,2020/01/28,Y,農曆初四,12,744524,11℃,14℃,阴~小雨,55641,83565,Y,0,13.495
393,2020/01/29,Y,農曆初五,12,744524,9℃,13℃,阴~多云,64887,82792,Y,0,22.561
394,2020/02/01,Y,週六,12,744524,13℃,16℃,多云~晴,80578,86665,Y,0,29.706
395,2020/02/02,Y,週日,12,744524,14℃,18℃,多云,80254,86096,Y,0,24.948
396,2020/02/03,N,0,12,744524,15℃,18℃,阴~小雨,77561,78927,Y,0,16.049
397,2020/02/04,N,農民節,12,744524,14℃,17℃,阴~小雨,80794,88561,Y,0,16.056
398,2020/02/05,N,0,12,744524,15℃,16℃,阴~小雨,88033,91638,Y,1,20.91
399,2020/02/06,N,0,12,744524,15℃,20℃,阴~小雨,87221,91885,Y,1,16.056
400,2020/02/07,N,0,12,744524,14℃,16℃,阴~小雨,75875,79559,Y,3,15.53
401,2020/02/08,Y,元宵節,12,744524,13℃,15℃,阴~小雨,62596,74858,Y,3,22.955
402,2020/02/09,Y,週日,12,744524,13℃,14℃,阴~多云,69022,78498,Y,4,36.099
403,2020/02/10,N,0,12,744524,15℃,19℃,多云,75533,80962,Y,5,14.92
404,2020/02/11,N,0,12,744524,16℃,19℃,阴~多云,82415,81280,Y,8,15.709
405,2020/02/12,N,0,12,744524,17℃,20℃,多云~晴,88489,82905,Y,8,10.008
406,2020/02/13,N,0,12,744524,18℃,21℃,阴~小雨,73869,73724,Y,9,9.268
407,2020/02/14,N,0,12,744524,18℃,21℃,阴,74601,75117,Y,10,15.219
408,2020/02/15,N,特殊工作日,12,744524,12℃,22℃,多云~中雨,72159,67114,Y,10,23.657
409,2020/02/16,Y,週日,12,744524,9℃,13℃,阴~小雨,78055,70556,Y,10,43.064
410,2020/02/17,N,0,12,744524,9℃,11℃,阴~多云,68430,60373,Y,10,15.751
411,2020/02/18,N,0,12,744524,12℃,14℃,阴~多云,66117,57593,Y,11,18.543
412,2020/02/19,N,0,12,744524,14℃,19℃,多云~晴,61370,52547,Y,11,19.151
413,2020/02/20,N,0,12,744524,16℃,20℃,阴~晴,57931,46233,Y,15,17.956
414,2020/02/21,N,0,12,744524,15℃,22℃,晴,54738,44923,Y,15,19.577
415,2020/02/22,Y,週六,12,744524,17℃,21℃,阴~小雨,57787,42716,Y,16,33.208
416,2020/02/23,Y,週日,12,744524,18℃,21℃,多云,60096,44960,Y,17,24.247
417,2020/02/24,N,0,12,744524,17℃,23℃,多云~晴,50763,38071,Y,17,16.232
418,2020/02/25,N,0,12,744524,18℃,23℃,晴,44262,35210,Y,17,15.759
419,2020/02/26,N,0,12,744524,17℃,22℃,多云~小雨,39918,31917,Y,17,11.49
420,2020/02/27,N,0,12,744524,18℃,19℃,阴~小雨,37274,29603,Y,17,18.18
421,2020/02/28,Y,228連假,12,744524,17℃,22℃,阴,34786,29832,Y,16,16.257
422,2020/02/29,Y,週六,12,744524,18℃,21℃,阴~小雨,36221,28757,Y,16,32.404
423,2020/03/01,Y,週日,12,744524,15℃,21℃,阴~小雨,35316,28698,Y,18,30.954
424,2020/03/02,N,0,12,744524,17℃,18℃,阴,31261,25840,Y,20,17.436
425,2020/03/03,N,0,12,744524,17℃,20℃,多云,29726,22704,Y,20,7.715
426,2020/03/04,N,0,12,744524,15℃,19℃,阴~中雨,26435,21510,Y,21,10.315
427,2020/03/05,N,0,12,744524,15℃,17℃,阴~小雨,24940,20781,Y,22,14.244
428,2020/03/06,N,0,12,744524,18℃,22℃,多云~小雨,24225,21118,Y,24,16.539
429,2020/03/07,Y,週六,12,744524,19℃,21℃,阴~多云,24592,18695,Y,24,30.619
430,2020/03/08,Y,婦女節,12,744524,19℃,22℃,阴~晴,24365,20049,Y,26,20.691
431,2020/03/09,N,0,12,744524,17℃,23℃,多云~大雨,17929,21214,Y,25,15.859
432,2020/03/10,N,0,12,744524,15℃,17℃,阴~多云,16917,17916,Y,26,16.433
433,2020/03/11,N,0,12,744524,17℃,18℃,阴~小雨,15424,15563,Y,27,14.91
434,2020/03/12,N,0,12,744524,18℃,21℃,阴,14112,14276,Y,27,15.325
435,2020/03/13,N,0,12,744524,16℃,21℃,阴~小雨,14805,14979,Y,28,17.99
436,2020/03/14,Y,週六,12,744524,13℃,16℃,阴~晴,16181,12526,Y,30,45.947
437,2020/03/15,Y,週日,12,744524,14℃,19℃,晴,16310,14850,Y,31,35.076
438,2020/03/16,N,0,12,744524,16℃,21℃,晴,12284,12713,Y,29,18.552
439,2020/03/17,N,0,12,744524,17℃,21℃,多云~阴,11827,11517,Y,30,19.835
440,2020/03/18,N,0,12,744524,18℃,20℃,阴~小雨,10026,11107,Y,30,30.853
441,2020/03/19,N,0,12,744524,19℃,21℃,阴~小雨,9291,10639,Y,32,73.59
442,2020/03/20,N,0,12,744524,19℃,21℃,多云,8858,10724,Y,33,28.629
443,2020/03/21,Y,週六,12,744524,20℃,23℃,多云,9504,9522,Y,33,25.771
444,2020/03/22,Y,週日,12,744524,19℃,26℃,多云~阴,10699,10522,Y,32,27.267
445,2020/03/23,N,0,12,744524,19℃,21℃,阴~多云,8072,9228,Y,30,25.85
446,2020/03/24,N,0,12,744524,20℃,23℃,阴~小雨,8065,9307,Y,30,20.15
447,2020/03/25,N,0,12,744524,21℃,24℃,阴~小雨,7581,8364,Y,31,26.073
448,2020/03/26,N,0,12,744524,21℃,25℃,阴~小雨,7702,7830,Y,29,23.096
449,2020/03/27,N,0,12,744524,18℃,24℃,阴~小雨,7550,7444,Y,30,18.108
450,2020/03/28,Y,週六,12,744524,15℃,21℃,阴~小雨,9277,7166,Y,33,31.074
451,2020/03/29,Y,青年節,12,744524,18℃,20℃,阴~多云,10785,8253,Y,39,23.011
452,2020/03/30,N,0,12,744524,19℃,21℃,多云~小雨,8294,6805,Y,47,18.822
453,2020/03/31,N,0,12,744524,19℃,22℃,阴~小雨,8423,5741,Y,55,16.354
454,2020/04/01,N,0,12,744524,17℃,20℃,阴~小雨,8508,5643,Y,78,15.76
455,2020/04/02,Y,Children's Day Holiday,12,744524,18℃,21℃,小雨,6511,4937,Y,82,22.167
456,2020/04/03,Y,清明節 補假,12,744524,19℃,22℃,小雨,5607,5205,Y,109,29.158
457,2020/04/04,Y,兒童節,12,744524,18℃,20℃,小雨,4965,3470,Y,125,26.191
458,2020/04/05,Y,週日,12,744524,18℃,20℃,小雨~大雨,4413,2896,Y,141,26.902
459,2020/04/06,N,0,12,744524,18℃,21℃,中雨,3006,2418,Y,167,16.773
460,2020/04/07,N,0,12,744524,17℃,20℃,阴,2986,2230,Y,186,24.041
461,2020/04/08,N,0,12,744524,17℃,21℃,多云~小雨,2776,1662,Y,206,16.773
462,2020/04/09,N,0,12,744524,18℃,22℃,阴~多云,2792,1212,Y,223,10.322
463,2020/04/10,N,0,12,744524,18℃,24℃,晴~多云,2303,1697,Y,238,11.185
464,2020/04/11,Y,週六,12,744524,15℃,23℃,阴~中雨,1922,1308,Y,253,28.181
465,2020/04/12,Y,週日,12,744524,13℃,17℃,阴~晴,1761,1013,Y,268,35.907
466,2020/04/13,N,0,12,744524,14℃,20℃,多云,1959,1006,Y,267,21.191
467,2020/04/14,N,0,12,744524,17℃,20℃,阴,1799,1372,Y,283,16.378
468,2020/04/15,N,0,12,744524,16℃,22℃,阴~多云,1588,1087,Y,290,14.864
469,2020/04/16,N,0,12,744524,18℃,25℃,多云~晴,1374,1193,Y,294,11.326
470,2020/04/17,N,0,12,744524,19℃,25℃,晴,1019,491,Y,298,14.37
471,2020/04/18,Y,週六,12,744524,21℃,24℃,阴,629,435,Y,305,28.53
472,2020/04/19,Y,週日,12,744524,21℃,25℃,阴~多云,1121,484,Y,313,29.034
473,2020/04/20,N,0,12,744524,20℃,23℃,阴~多云,706,739,Y,316,15.78
474,2020/04/21,N,0,12,744524,18℃,24℃,阴~小雨,700,688,Y,319,22.804
475,2020/04/22,N,0,12,744524,18℃,20℃,阴~中雨,653,781,Y,318,18.1
476,2020/04/23,N,0,12,744524,17℃,20℃,阴~中雨,681,685,Y,313,12.591
477,2020/04/24,N,0,12,744524,18℃,18℃,阴~小雨,867,618,Y,291,19.799
478,2020/04/25,Y,週六,12,744524,19℃,22℃,阴~小雨,784,519,Y,286,35.321
479,2020/04/26,Y,週日,12,744524,20℃,22℃,阴,1262,756,Y,279,33.322
480,2020/04/27,N,0,12,744524,19℃,23℃,阴~多云,602,872,Y,284,14.357
481,2020/04/28,N,0,12,744524,19℃,25℃,多云,371,351,Y,269,17.381
482,2020/04/29,N,0,12,744524,19℃,26℃,多云~晴,777,1139,Y,271,9.312
483,2020/04/30,N,0,12,744524,20℃,25℃,晴~多云,653,741,Y,240,10.441
484,2020/05/01,N,勞動節,12,744524,21℃,25℃,多云,851,381,Y,229,15.96
485,2020/05/02,Y,週六,12,744524,22℃,26℃,阴~多云,714,420,Y,220,18.936
486,2020/05/03,Y,週日,12,744524,23℃,29℃,多云~晴,689,580,Y,231,21.321
487,2020/05/04,N,0,12,744524,23℃,28℃,多云,968,798,Y,219,13.706
488,2020/05/05,N,0,12,744524,23℃,28℃,阴~小雨,572,373,Y,208,15.362
489,2020/05/06,N,0,12,744524,23℃,27℃,阴~小雨,683,895,Y,190,8.335
490,2020/05/07,N,0,12,744524,24℃,26℃,阴,614,842,Y,174,7.693
491,2020/05/08,N,0,12,744524,24℃,28℃,晴~多云,491,499,Y,164,22.551
492,2020/05/09,Y,週六,12,744524,25℃,30℃,多云,310,425,Y,154,13.353
493,2020/05/10,Y,週日,12,744524,23℃,29℃,晴~中雨,852,590,Y,148,17.062
494,2020/05/11,N,0,12,744524,23℃,27℃,阴~小雨,214,768,Y,139,7.498
495,2020/05/12,N,0,12,744524,22℃,24℃,阴,299,226,Y,122,24.461
496,2020/05/13,N,0,12,744524,22℃,27℃,多云,783,1006,Y,118,15.319
497,2020/05/14,N,0,12,744524,23℃,28℃,多云~晴,785,1266,Y,107,11.59
498,2020/05/15,N,0,12,744524,24℃,28℃,多云~晴,1259,1380,Y,105,19.454
499,2020/05/16,Y,週六,12,744524,24℃,29℃,阴~多云,1010,602,Y,108,31.017
500,2020/05/17,Y,週日,12,744524,24℃,28℃,多云,1032,854,Y,104,25.633
501,2020/05/18,N,0,12,744524,23℃,28℃,阴~小雨,744,1013,Y,104,19.548
502,2020/05/19,N,0,12,744524,22℃,25℃,阴~小雨,299,633,Y,104,16.994
503,2020/05/20,N,0,12,744524,23℃,26℃,阴~大雨,903,892,Y,100,13.294
504,2020/05/21,N,0,12,744524,23℃,25℃,阴~大雨,599,322,Y,93,10.589
505,2020/05/22,N,0,12,744524,23℃,26℃,阴~大雨,523,925,Y,85,18.381
506,2020/05/23,Y,週六,12,744524,23℃,26℃,阴~小雨,576,644,Y,79,40.384
507,2020/05/24,Y,週日,12,744524,23℃,28℃,阴~小雨,1151,900,Y,74,24.145
508,2020/05/25,N,0,12,744524,24℃,27℃,多云~阴,548,1103,Y,72,15.346
509,2020/05/26,N,0,12,744524,24℃,28℃,阴~大雨,204,481,Y,68,18.449
510,2020/05/27,N,0,12,744524,23℃,26℃,阴~小雨,766,797,Y,65,9.149
511,2020/05/28,N,0,12,744524,23℃,26℃,阴~小雨,869,448,Y,57,18.537
512,2020/05/29,N,0,12,744524,24℃,28℃,阴,794,1317,Y,53,17.269
513,2020/05/30,Y,週六,12,744524,25℃,29℃,阴~多云,846,852,Y,51,23.422
514,2020/05/31,Y,週日,12,744524,24℃,29℃,阴,1029,838,Y,45,25.874
515,2020/06/01,N,0,12,744524,24℃,28℃,阴~小雨,573,1216,Y,42,15.572
516,2020/06/02,N,0,12,744524,25℃,29℃,阴,208,987,Y,42,16.9
517,2020/06/03,N,0,12,744524,24℃,30℃,多云~阴,1241,693,Y,42,15.085
518,2020/06/04,N,0,12,744524,25℃,30℃,多云,634,604,Y,42,12.299
519,2020/06/05,N,0,12,744524,25℃,30℃,多云~阴,719,774,Y,33,10.656
520,2020/06/06,Y,週六,12,744524,25℃,30℃,阴~小雨,369,556,Y,30,16.003
521,2020/06/07,Y,週日,12,744524,24℃,28℃,阴~中雨,963,615,Y,27,16.431
522,2020/06/08,N,0,12,744524,25℃,27℃,阴,439,866,Y,26,10.263
523,2020/06/09,N,0,12,744524,25℃,28℃,阴,310,780,Y,25,13.609
524,2020/06/10,N,0,12,744524,25℃,30℃,阴~小雨,777,917,Y,22,10.558
525,2020/06/11,N,0,12,744524,25℃,29℃,阴,727,579,Y,21,11.602
526,2020/06/12,N,0,12,744524,25℃,31℃,多云~晴,914,1727,Y,22,10.13
527,2020/06/13,Y,週六,12,744524,25℃,31℃,晴,557,815,Y,21,17.607
528,2020/06/14,Y,週日,12,744524,25℃,30℃,阴~多云,1099,1037,Y,19,22.032
529,2020/06/15,N,0,12,744524,25℃,30℃,阴~多云,959,1515,Y,16,7.66
530,2020/06/16,N,0,12,744524,26℃,31℃,阴~多云,708,1362,Y,16,15.38
531,2020/06/17,N,0,12,744524,25℃,31℃,阴~多云,1370,789,Y,15,11.718
532,2020/06/18,N,0,12,744524,25℃,31℃,阴,1157,528,Y,15,12.248
533,2020/06/19,N,0,12,744524,26℃,31℃,阴,1018,1581,Y,14,19.228
534,2020/06/20,N,特殊工作日,12,744524,25℃,31℃,阴,691,835,Y,14,16.88
535,2020/06/21,Y,週日,12,744524,26℃,31℃,阴,1538,1033,Y,13,17.509
536,2020/06/22,N,0,12,744524,26℃,31℃,阴,1316,1755,Y,13,9.054
537,2020/06/23,N,0,12,744524,26℃,31℃,阴,552,928,Y,12,13.849
538,2020/06/24,N,0,12,744524,26℃,32℃,阴~晴,1489,653,Y,12,22.898
539,2020/06/25,Y,端午節彈性放假,12,744524,26℃,31℃,阴~多云,884,1061,Y,12,20.606
540,2020/06/26,Y,端午節 補假,12,744524,26℃,31℃,阴~多云,780,954,Y,12,13.655
541,2020/06/27,Y,週六,12,744524,26℃,31℃,阴~多云,912,807,Y,12,17.878
542,2020/06/28,Y,週日,12,744524,26℃,31℃,阴~多云,1425,773,Y,12,20.495
543,2020/06/29,N,0,12,744524,26℃,31℃,阴~多云,866,1199,Y,12,9.692
544,2020/06/30,N,0,12,744524,27℃,32℃,阴~多云,668,1120,Y,12,0.942
545,2020/07/01,N,0,12,744524,26℃,31℃,阴~多云,1653,969,Y,11,8.097
546,2020/07/02,N,0,12,744524,26℃,31℃,阴~小雨,532,527,Y,12,13.975
547,2020/07/03,N,0,12,744524,26℃,31℃,阴~多云,1007,1319,Y,12,11.275
548,2020/07/04,Y,週六,12,744524,26℃,31℃,阴~多云,892,953,Y,12,22.518
549,2020/07/05,Y,週日,12,744524,26℃,31℃,阴~多云,1054,746,Y,12,33.69
550,2020/07/06,N,0,12,744524,26℃,31℃,阴~多云,1524,756,Y,11,14.842
551,2020/07/07,N,0,12,744524,26℃,31℃,阴~多云,565,806,Y,11,17.815
552,2020/07/08,N,0,12,744524,27℃,31℃,阴~多云,1440,1044,Y,11,7.736
553,2020/07/09,N,0,12,744524,27℃,30℃,阴~多云,565,907,Y,12,13.206
554,2020/07/10,N,0,12,744524,26℃,32℃,阴~多云,852,1100,Y,12,16.579
555,2020/07/11,Y,週六,12,744524,26℃,32℃,阴~多云,1024,734,Y,12,26.124
556,2020/07/12,Y,週日,12,744524,26℃,32℃,多云,1325,787,Y,12,27.417
557,2020/07/13,N,0,12,744524,26℃,32℃,阴~多云,737,942,Y,12,15.14
558,2020/07/14,N,0,12,744524,26℃,32℃,阴~多云,744,1442,Y,10,12.983
559,2020/07/15,N,0,12,744524,27℃,32℃,阴~多云,1599,2343,Y,9,11.089
560,2020/07/16,N,0,12,744524,26℃,32℃,阴~多云,1357,1851,Y,10,10.763
561,2020/07/17,N,0,12,744524,26℃,32℃,阴~晴,1903,2007,Y,11,11.478
562,2020/07/18,Y,週六,12,744524,26℃,33℃,多云,1140,1009,Y,11,30.975
563,2020/07/19,Y,週日,12,744524,26℃,32℃,多云,2371,1497,Y,11,27.213
564,2020/07/20,N,0,12,744524,26℃,32℃,多云~晴,1000,1471,Y,11,17.418
565,2020/07/21,N,0,12,744524,26℃,32℃,多云~晴,880,1590,Y,11,17.033
566,2020/07/22,N,0,12,744524,26℃,32℃,多云~晴,1505,1711,Y,11,12.802
567,2020/07/23,N,0,12,744524,26℃,32℃,阴~多云,1180,1624,Y,11,8.751
568,2020/07/24,N,0,12,744524,27℃,33℃,多云,1437,2077,Y,11,16.109
569,2020/07/25,Y,週六,12,744524,26℃,31℃,阴~小雨,1096,896,Y,13,19.802
570,2020/07/26,Y,週日,12,744524,26℃,31℃,阴~多云,2052,1710,Y,13,24.409
571,2020/07/27,N,0,12,744524,26℃,32℃,阴~多云,914,1345,Y,13,19.471
572,2020/07/28,N,0,12,744524,25℃,30℃,阴~小雨,719,1357,Y,11,20.066
573,2020/07/29,N,0,12,744524,26℃,31℃,多云,1429,1900,Y,11,10.761
574,2020/07/30,N,0,12,744524,26℃,31℃,多云,1176,1691,Y,11,14.171
575,2020/07/31,N,0,12,744524,26℃,32℃,阴~多云,1651,1753,Y,11,8.298
576,2020/08/01,Y,週六,12,744524,26℃,33℃,阴~多云,986,597,Y,11,22.358
577,2020/08/02,Y,週日,12,744524,25℃,31℃,多云~小雨,2093,1244,Y,11,14.756
578,2020/08/03,N,0,12,744524,26℃,28℃,阴~多云,1144,1935,Y,11,26.894
579,2020/08/04,N,0,12,744524,26℃,31℃,阴~多云,703,1893,Y,11,14.413
580,2020/08/05,N,0,12,744524,26℃,31℃,阴~多云,1256,1583,Y,15,11.034
581,2020/08/06,N,0,12,744524,26℃,32℃,多云~晴,1189,1830,Y,15,13.728
582,2020/08/07,N,0,12,744524,26℃,32℃,多云,1176,1375,Y,18,7.964
583,2020/08/08,Y,週六,12,744524,25℃,31℃,阴~多云,579,615,Y,18,22.25
584,2020/08/09,Y,週日,12,744524,26℃,32℃,阴~多云,2179,1387,Y,18,19.948
585,2020/08/10,N,0,12,744524,26℃,31℃,阴~多云,863,1456,Y,22,18.978
586,2020/08/11,N,0,12,744524,26℃,31℃,阴~多云,697,1796,Y,27,15.624
587,2020/08/12,N,0,12,744524,26℃,31℃,阴~晴,1455,1244,Y,27,11.571
